product_category,product_description,product_name,product_price,product_url
womens,"Rewild and reconnect. Primus Trail II FG is durable, flexible and vegan. Made with recycled high performance materials, to create lightweight and breathable footwear for the great outdoors. Letting you move naturally on the trail, closer to nature.",Primus Trail II FG Womens,$120.00,https://www.vivobarefoot.com/us/primus-trail-ii-fg-womens-ss22?colour=Sea+Green
womens,"Rewild and reconnect. Primus Trail II FG is durable, flexible and vegan. Made with recycled high performance materials, to create lightweight and breathable footwear for the great outdoors. Letting you move naturally on the trail, closer to nature.",Primus Trail II FG Womens,$120.00,https://www.vivobarefoot.com/us/primus-trail-ii-fg-womens-ss22?colour=Obsidian
womens,Unlock your feet and feel everything. The Opanka is a simple slip on that lets you experience barefoot freedom in any setting. Designed to bring feeling into your everyday. ,Opanka Womens,$128.00,https://www.vivobarefoot.com/us/opanka-womens?colour=Tan
womens,"Train hard while treading lightly on the planet. The Primus Lite III is our hero trainer and its minimalist design lets your feet move in the most natural way possible. Building strength for every run, walk and workout.",Primus Lite III Womens,$120.00,https://www.vivobarefoot.com/us/primus-lite-iii-womens-ss22?colour=Rust
womens,"Train hard while treading lightly on the planet. The Primus Lite III is our hero trainer and its minimalist design lets your feet move in the most natural way possible. Building strength for every run, walk and workout.",Primus Lite III Womens,$120.00,https://www.vivobarefoot.com/us/primus-lite-iii-womens-ss22?colour=Blue+Haze
womens,"Handmade for free roaming feet. The Addis is our Ethiopian-made sneaker, with a minimalist ergonomic design for super-natural comfort wherever life takes you next.",Addis Womens,$105.00,https://www.vivobarefoot.com/us/addis-womens?colour=Indigo
womens,"Feel everything, every day. The Ababa is our minimalist slip on, designed to allow for natural foot freedom so you can explore the city. The wide, thin and flexible hand-stitched sole features a bare-footprint design inspired by the oldest recorded human footprint, keeping you moving naturally like our ancestors.",Ababa II Womens,$84.00,https://www.vivobarefoot.com/us/ababa-ii-womens?colour=Blue+Haze
womens,"The Ultra III carries you across land and through water with grip, flexibility and full barefoot feeling. The open-honeycomb design is made with BLOOM® foam, which removes harmful algae blooms from waterways to reverse the damage of water pollution.",Ultra III Bloom Womens,$84.00,https://www.vivobarefoot.com/us/ultra-iii-bloom-womens?colour=Moonstone
womens,Unlock your feet and feel everything. The Opanka is a simple slip on that lets you experience barefoot freedom in any setting. Designed to bring feeling into your everyday. ,Opanka Womens,$128.00,https://www.vivobarefoot.com/us/opanka-womens
womens,"A classic desert boot reimagined for barefoot living. Its casual, everyday style features an ultra-thin Lifestyle Sole for nurturing strong, adventurous feet. Now handcrafted in Portugal with natural materials.",Gobi III Womens,$133.00,https://www.vivobarefoot.com/us/gobi-iii-womens-ss22
womens,"Rewild and reconnect. Primus Trail II FG is durable, flexible and vegan. Made with recycled high performance materials, to create lightweight and breathable footwear for the great outdoors. Letting you move naturally on the trail, closer to nature.",Primus Trail II FG Womens,$120.00,https://www.vivobarefoot.com/us/primus-trail-ii-fg-womens-ss22?colour=Aqua
womens,"The Ultra III carries you across land and through water with grip, flexibility and full barefoot feeling. The open-honeycomb design is made with BLOOM® foam, which removes harmful algae blooms from waterways to reverse the damage of water pollution.",Ultra III Bloom Womens,$84.00,https://www.vivobarefoot.com/us/ultra-iii-bloom-womens?colour=Obsidian
womens,"Being tough doesn’t mean you can’t feel. Hard-wearing, lightweight and waterproof, the Tracker II FG lets you tackle any terrain while reconnecting you to nature. This is the natural alternative to normal hiking boots with heaps of flexibility and ground feel.",Tracker II Fg Womens,$168.00,https://www.vivobarefoot.com/us/tracker-ii-fg-womens
womens,"A classic Oxford with a barefoot sole. Its sleek, lightweight leather upper blurs work and play, and an ultra-thin Active Sole grows strong feet with every step. Now handcrafted in Portugal with natural materials.",Ra III Womens,$119.00,https://www.vivobarefoot.com/us/ra-iii-womens
womens,"Rewild and reconnect. Primus Trail All Weather III FG is durable, flexible and vegan. Made using a recycled all-weather mesh textile to create high-performance footwear that's at home in colder conditions on untouched terrain. Letting you move naturally on the trail, closer to nature.",Primus Trail III All Weather FG Womens,$190.00,https://www.vivobarefoot.com/us/primus-trail-iii-all-weather-fg-womens
womens,"Handmade for free roaming feet. The Addis is our Ethiopian-made sneaker, with a minimalist ergonomic design for super-natural comfort wherever life takes you next.",Addis Womens,$105.00,https://www.vivobarefoot.com/us/addis-womens
womens,"Walk without waste. The Opanka Sandal puts feet and planet first, made from leftover premium leather production scraps.  ",Opanka Sandal Womens,$130.00,https://www.vivobarefoot.com/us/opanka-sandal-womens
womens,"Feel everything, every day. The Ababa is our minimalist slip on, designed to allow for natural foot freedom so you can explore the city. The wide, thin and flexible hand-stitched sole features a bare-footprint design inspired by the oldest recorded human footprint, keeping you moving naturally like our ancestors.",Ababa II Womens,$84.00,https://www.vivobarefoot.com/us/ababa-ii-womens
womens,"Ready to feel what your feet are capable of? The Primus Lite Knit is the evolution of our superb barefoot training range. With an ultra-thin sole and flexible knit upper, it guarantees foot strength and mobility through running, gym workouts and cross-training",Primus Lite Knit Womens,$170.00,https://www.vivobarefoot.com/us/primus-lite-knit-womens
womens,"Rewild and reconnect. Primus Trail All Weather II FG is durable, flexible and vegan. Made using a recycled all-weather mesh textile to create high-performance footwear that’s at home in colder conditions on untouched terrain. Letting you move naturally on the trail, closer to nature.",Primus Trail II All Weather FG Womens,$195.00,https://www.vivobarefoot.com/us/primus-trail-ii-all-weather-fg-womens
womens,"Rewild and reconnect. Primus Trail II FG is durable, flexible and vegan. Made with recycled high performance materials, to create lightweight and breathable footwear for the great outdoors. Letting you move naturally on the trail, closer to nature.",Primus Trail II FG Womens,$120.00,https://www.vivobarefoot.com/us/primus-trail-ii-fg-womens-ss22
womens,"Get out into the wild, the barefoot way. Our Firm Ground sole is ideal for rough, rocky terrains - keeping feet protected but feeling connected to the ground. The knitted upper allows for greater flexibility of movement, with excellent breathability for total exploration.  Rewild your feet, body and brain while reconnecting to nature.",Primus Trail Knit FG Womens,$180.00,https://www.vivobarefoot.com/us/primus-trail-knit-fg-womens-aw22
womens,"Feel grounded, move freely. The Primus Asana is this summer’s barefoot sneaker made with natural materials, for natural feet and natural movement. Breathable thermoregulating knitted uppers, with wild hide leather panelling, allowing for total foot freedom all day.",Primus Asana Womens,$170.00,https://www.vivobarefoot.com/us/primus-asana-womens
womens,"Rewild and reconnect. Primus Trail All Weather II FG is durable, flexible and vegan. Made using a recycled all-weather mesh textile to create high-performance footwear that's at home in colder conditions on untouched terrain. Letting you move naturally on the trail, closer to nature.",Primus Trail II All Weather FG Womens,$195.00,https://www.vivobarefoot.com/us/primus-trail-ii-all-weather-fg-womens-aw22
womens,"Train hard while treading lightly on the planet. The Primus Lite III is our hero trainer and its minimalist design lets your feet move in the most natural way possible. Building strength for every run, walk and workout.",Primus Lite III Womens,$120.00,https://www.vivobarefoot.com/us/primus-lite-iii-womens-ss22
womens,"Full-foot connection with sophisticated style. Made in Portugal using premium, consciously sourced bio leather, this minimalistic classic looks great and provides a sensory barefoot experience normal sneakers can’t match.",Geo Court III Womens,$119.00,https://www.vivobarefoot.com/us/geo-court-iii-womens
womens,"Find your own path. Whether you're on the trails or on the streets, our Magna Trail II FG is all about feeling, not following. Durable and water-resistant, it's designed with a knitted collar for a sock-like fit for unlimited natural foot mobility, from trails to cocktails.",Magna Trail II FG Womens,$210.00,https://www.vivobarefoot.com/us/magna-trail-ii-fg-womens
womens,"ESCape to reconnect to nature and rewild your feet, body and soul. Made with super-natural materials and a newly-engineered, super tough and flexible Michelin® outsole. Developed for exteme terrains, forests, deserts and jungles. Lightweight for dawn to dusk explorers. ",Magna Forest Esc Womens,$168.00,https://www.vivobarefoot.com/us/magna-forest-esc-womens
womens,"The Magna FG is designed to take you from city to summit. Lightweight, flexible and durable, this is outdoor and everyday footwear rolled into one, with a Woolmark®-certified, merino-wool lining for natural breathability, odour resistance and mobility. Uncage your feet and go wild in the great outdoors. ",Magna FG Womens,$147.00,https://www.vivobarefoot.com/us/magna-fg-womens
mens,"Find your own path. Whether you're on the trails or on the streets, our Magna Trail II FG is all about feeling, not following. Durable and water-resistant, it's designed with a knitted collar for a sock-like fit for unlimited natural foot mobility, from trails to cocktails.",Magna Trail II FG Mens,$210.00,https://www.vivobarefoot.com/us/magna-trail-ii-fg-mens
womens,"ESCape to reconnect to nature and rewild your feet, body and soul. Made with super-natural materials and a newly-engineered, super tough and flexible Michelin® outsole. Developed for exteme terrains, forests, deserts and jungles. Lightweight for dawn to dusk explorers. ",Magna Forest Esc Womens,$240.00,https://www.vivobarefoot.com/us/magna-forest-esc-womens-ss23
womens,"ESCape to connect. The Tracker Forest ESC is designed to work in harmony with nature, allowing you to connect to the most extreme forest and off-road conditions our planet has to offer. Escape the path well-trodden and experience how hiking is supposed to feel. Created in collaboration with wilderness experts from Wild Human and the Independent Adventurer.",Tracker Forest Esc Womens,$196.00,https://www.vivobarefoot.com/us/tracker-forest-esc-womens
womens,"Feel free, trail after trail. The Tracker Decon Low FG2 is an extra rugged take on the Tracker's classic hiking DNA. The breathable, lightweight upper is made from Woolmark® wool and wildhide leather for extra flexibility, and the renewed outsole brings improved grip on variable terrain.",Tracker Decon Low FG2 Womens,$140.00,https://www.vivobarefoot.com/us/tracker-decon-low-fg2-womens
womens,"Feel the wild and protect the wild. The Tracker Decon FG2 is a simplified take on the Tracker's classic hiking DNA. The outsole gives improved multi-terrain grip, and the upper, made from Woolmark® wool and wildhide leather, brings extra flex. Hike free.",Tracker Decon FG2 Womens,$173.00,https://www.vivobarefoot.com/us/tracker-decon-fg2-womens
mens,"A classic desert boot reimagined for barefoot living. Its casual, everyday style features an ultra-thin Lifestyle Sole for nurturing strong, adventurous feet. Now handcrafted in Portugal with natural materials.",Gobi III Mens ,$190.00,https://www.vivobarefoot.com/us/gobi-iii-mens
